"City","latitude","longitude"
"Burin",47.0367243,-55.1666274
"Corner Brook",48.95317,-57.947388
"Grand Falls-Windsor",48.944151,-55.652618
"Labrador City",52.9422944,-66.9177291
"St. John's",47.5614705,-52.7126162
